pc,cn,hi,gi,year_range,label
3,28,1,3,7,1
1,0,0,0,1,1
13,46,4,4,9,1
19,19,2,2,9,1
1,0,0,0,1,1
45,136,7,7,11,0
5,0,0,0,5,1
6,13,2,2,3,1
55,440,11,11,14,0
110,2014,25,25,41,0
10,44,4,4,4,1
2,1,1,1,1,1
40,179,7,7,10,0
78,774,15,15,17,0
4,94,3,4,3,1
8,60,4,7,2,1
3,12,0,3,4,1
1,4,1,1,1,1
1,4,1,1,1,1
9,157,5,9,5,1
1,0,0,0,1,1
1,0,0,0,1,1
38,1675,11,38,30,0
2,1,1,1,1,1
8,38,2,4,6,1
1,0,0,0,1,1
1,0,0,0,1,1
1,1,1,1,1,1
3,3,1,1,2,1
3,2,1,1,3,1
2,13,1,2,1,1
2,4,1,2,7,1
2,3,1,1,3,1
42,390,11,11,10,0
110,1305,17,17,30,0
64,655,15,15,12,0
4,15,2,3,5,1
1,26,1,1,1,1
11,4,1,1,7,1
19,104,4,5,10,1
7,13,3,3,8,1
1,0,0,0,1,1
9,36,4,4,7,1
4,26,2,4,5,1
104,948,17,17,40,0
1,1,1,1,1,1
1,16,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
24,46,5,5,20,0
2,0,0,0,2,1
2,0,0,0,1,1
9,9,2,2,5,1
21,87,5,5,13,0
11,11,2,2,6,1
50,276,8,8,25,0
39,106,5,5,12,0
13,56,5,5,13,1
1,0,0,0,1,1
6,9,2,2,6,1
19,151,5,7,10,1
4,0,0,0,2,1
7,31,3,4,6,1
3,5,1,1,2,1
2,28,0,2,1,1
7,8,2,2,9,1
2,0,0,0,1,1
9,20,2,2,8,1
1,14,1,1,1,1
1,0,0,0,1,1
10,16,1,1,11,1
1,16,1,1,1,1
11,118,5,10,11,1
4,14,2,3,3,1
12,130,3,10,7,1
1,0,0,0,1,1
10,55,3,5,12,1
3,0,0,0,6,1
56,68,4,4,27,0
9,10,2,2,13,1
3,2,1,1,4,1
2,1,1,1,3,1
1,4,1,1,1,1
7,14,2,2,8,1
29,421,12,14,18,0
11,82,6,7,9,1
20,203,7,10,5,1
2,16,0,2,2,1
3,4,1,1,3,1
1,1,1,1,1,1
13,27,3,3,17,1
49,129,6,6,10,0
14,77,5,5,9,1
104,866,15,15,25,0
18,20,3,3,13,1
1,5,1,1,1,1
4,120,3,4,5,1
13,36,4,4,5,1
6,8,2,2,21,1
4,9,2,2,6,1
16,7,2,2,19,1
90,1096,11,12,30,0
75,343,8,8,17,0
23,58,4,4,10,0
1,1,1,1,1,1
9,166,3,9,39,1
1,0,0,0,1,1
33,156,7,7,9,0
6,10,2,2,5,1
18,40,4,4,18,1
2,11,0,2,4,1
14,50,4,4,5,1
6,24,2,4,11,1
21,38,3,3,23,0
2,16,1,2,2,1
22,314,8,14,14,0
8,16,2,2,5,1
2,0,0,0,2,1
2,71,0,2,4,1
3,14,0,3,2,1
2,0,0,0,2,1
4,16,2,4,3,1
1,1,1,1,1,1
36,439,12,12,43,0
24,155,7,7,14,0
11,7,2,2,6,1
40,164,7,7,26,0
1,0,0,0,1,1
6,3,1,1,10,1
1,0,0,0,1,1
12,234,5,12,16,1
15,44,4,4,13,1
39,377,10,10,18,0
12,149,5,12,6,1
13,91,5,7,8,1
23,83,4,4,8,1
1,0,0,0,1,1
5,15,2,3,8,1
6,5,2,2,7,1
17,30,4,4,7,1
10,14,3,3,18,1
5,0,0,0,4,1
44,55,4,4,18,0
4,18,3,4,4,1
2,0,0,0,1,1
85,1357,19,19,32,0
78,475,11,11,30,0
1,1,1,1,1,1
4,9,2,2,3,1
20,102,5,5,10,1
3,2,1,1,4,1
1,0,0,0,1,1
10,6,1,1,8,1
5,19,2,3,5,1
1,0,0,0,1,1
7,1,1,1,7,1
1,0,0,0,1,1
2,0,0,0,4,1
6,0,0,0,4,1
4,20,2,4,9,1
1,0,0,0,1,1
1,2,1,1,1,1
221,615,12,12,27,0
6,46,4,6,9,1
2,1,1,1,1,1
1,0,0,0,1,1
1,1,1,1,1,1
13,119,6,9,9,1
4,6,2,2,5,1
2,5,0,2,4,1
7,4,1,1,6,1
40,268,9,9,14,0
8,48,4,6,6,1
58,280,9,9,10,0
8,20,2,2,3,1
16,36,4,4,17,1
2,0,0,0,2,1
8,3,1,1,5,1
13,135,5,10,9,1
3,4,2,2,3,1
1,359,1,1,1,1
5,26,4,5,7,1
3,4,1,1,3,1
1,0,0,0,1,1
11,109,4,9,16,1
43,109,6,6,16,0
25,83,6,6,24,0
1,3,1,1,1,1
10,224,4,10,12,1
1,1,1,1,1,1
1,1,1,1,1,1
1,0,0,0,1,1
1,17,1,1,1,1
1,3,1,1,1,1
3,5,1,1,4,1
1,0,0,0,1,1
1,3,1,1,1,1
2,2,1,1,3,1
1,24,1,1,1,1
2,1,1,1,2,1
80,1036,19,19,20,0
2,0,0,0,1,1
1,0,0,0,1,1
29,414,9,14,30,0
1,0,0,0,1,1
1,0,0,0,1,1
18,267,6,14,8,1
53,129,6,6,25,0
1,2,1,1,1,1
37,20,3,3,10,0
7,28,3,4,12,1
1,1,1,1,1,1
7,11,2,2,7,1
59,197,7,7,12,0
7,6,1,1,3,1
21,61,4,4,16,0
6,32,4,5,2,1
40,130,6,6,22,0
1,0,0,0,1,1
63,334,10,10,18,0
1,0,0,0,1,1
11,87,4,7,10,1
1,0,0,0,1,1
2,0,0,0,2,1
9,289,7,9,7,1
1,0,0,0,1,1
16,170,5,10,8,1
46,267,10,10,22,0
5,4,1,1,5,1
65,1870,21,28,22,0
1,0,0,0,1,1
5,13,2,2,6,1
1,1,1,1,1,1
66,1005,15,15,15,0
11,248,5,11,9,1
25,44,4,4,6,1
2,18,0,2,2,1
1,0,0,0,1,1
75,2116,19,28,34,0
3,1,1,1,2,1
7,1,1,1,2,1
60,167,7,7,10,0
2,2,1,1,5,1
4,3,1,1,7,1
26,60,5,5,20,0
12,117,4,9,16,1
11,14,2,2,8,1
1,0,0,0,1,1
2,1,1,1,1,1
10,26,3,3,8,1
16,19,3,3,7,1
3,0,0,0,2,1
1,0,0,0,1,1
25,1009,11,25,15,0
7,15,2,2,4,1
1,0,0,0,1,1
65,420,10,10,13,0
2,0,0,0,5,1
8,18,3,3,6,1
5,60,4,5,4,1
6,23,2,3,5,1
26,27,3,3,10,0
1,0,0,0,1,1
34,253,7,7,10,0
2,0,0,0,3,1
3,0,0,0,4,1
19,90,6,6,13,1
2,143,0,2,4,1
2,5,1,2,2,1
1,9,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
11,41,4,4,6,1
1,4,1,1,1,1
1,14,1,1,1,1
6,5,2,2,7,1
1,0,0,0,1,1
1,21,1,1,1,1
4,0,0,0,3,1
1,0,0,0,1,1
1,0,0,0,1,1
4,1,1,1,7,1
1,1,1,1,1,1
114,897,16,16,29,0
40,51,4,4,29,0
25,72,5,5,8,1
4,5,1,1,4,1
1,0,0,0,1,1
1,0,0,0,1,1
24,257,5,10,23,0
1,1,1,1,1,1
93,245,8,8,23,0
112,1333,18,18,16,0
1,0,0,0,1,1
1,11,1,1,1,1
2,0,0,0,2,1
2,1,1,1,1,1
4,7,2,2,5,1
2,0,0,0,1,1
2,7,1,2,2,1
123,253,8,8,29,0
67,493,12,12,18,0
2,0,0,0,3,1
1,0,0,0,1,1
2,1,1,1,5,1
1,61,1,1,1,1
1,0,0,0,1,1
2,2,1,1,1,1
5,2,1,1,3,1
4,2,1,1,6,1
1,0,0,0,1,1
3,9,2,3,10,1
2,11,0,2,1,1
1,0,0,0,1,1
1,0,0,0,1,1
10,83,5,8,9,1
16,30,3,3,8,1
5,1,1,1,4,1
33,201,8,8,12,0
54,1218,18,22,27,0
2,2,1,1,3,1
31,100,7,7,10,0
100,1010,13,13,28,0
27,20,3,3,8,1
2,3,1,1,2,1
6,5,1,1,4,1
1,0,0,0,1,1
98,351,9,9,36,0
2,1,1,1,2,1
1,0,0,0,1,1
2,10,1,2,7,1
2,7,1,2,1,1
4,7,1,1,4,1
9,21,2,2,12,1
7,9,2,2,5,1
10,26,2,2,5,1
4,16,2,4,7,1
1,0,0,0,1,1
11,57,3,5,12,1
8,28,4,4,6,1
9,13,2,2,8,1
6,2,1,1,8,1
1,4,1,1,1,1
2,71,1,2,2,1
1,0,0,0,1,1
3,0,0,0,2,1
2,3,1,1,3,1
13,6,2,2,6,1
11,29,3,3,6,1
5,21,1,4,2,1
2,1,1,1,4,1
7,267,6,7,4,1
3,1,1,1,1,1
1,0,0,0,1,1
47,761,12,16,19,0
1,5,1,1,1,1
1,8,1,1,1,1
2,0,0,0,1,1
1,3,1,1,1,1
19,40,3,3,14,1
1,0,0,0,1,1
5,29,3,5,3,1
67,500,9,9,21,0
8,5,2,2,9,1
1,1,1,1,1,1
38,759,11,19,23,0
59,289,8,8,15,0
1,3,1,1,1,1
5,2,1,1,5,1
1,0,0,0,1,1
1,0,0,0,1,1
8,94,5,8,7,1
12,82,5,6,12,1
3,2,1,1,4,1
26,108,5,5,9,0
3,2,1,1,1,1
33,302,9,9,10,0
3,8,1,2,3,1
58,163,6,6,13,0
7,12,2,2,5,1
7,7,1,1,10,1
3,0,0,0,9,1
8,6,2,2,5,1
25,815,7,25,20,0
6,77,5,6,4,1
50,193,6,6,22,0
1,0,0,0,1,1
6,44,2,6,7,1
5,0,0,0,3,1
17,41,3,3,15,1
43,99,6,6,30,0
1,3,1,1,1,1
1,0,0,0,1,1
1,2,1,1,1,1
4,3,1,1,8,1
3,2,1,1,4,1
11,54,4,4,18,1
112,902,12,12,25,0
2,2,1,1,1,1
1,0,0,0,1,1
18,108,4,6,14,1
9,104,5,9,7,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
1,2,1,1,1,1
1,11,1,1,1,1
1,0,0,0,1,1
6,48,4,6,5,1
43,60,4,4,30,0
2,0,0,0,2,1
11,18,3,3,9,1
4,1,1,1,7,1
17,54,4,4,19,1
109,515,11,11,13,0
135,651,14,14,24,0
13,239,6,13,6,1
2,1,1,1,2,1
13,380,8,13,8,1
14,4,1,1,10,1
11,232,5,11,5,1
153,655,13,13,31,0
2,1,1,1,3,1
17,53,4,4,8,1
25,17,2,2,23,0
3,25,2,3,3,1
2,0,0,0,1,1
4,155,3,4,3,1
5,2,1,1,2,1
1,0,0,0,1,1
4,3,1,1,1,1
3,7,2,2,4,1
2,1,1,1,1,1
1,0,0,0,1,1
3,32,2,3,3,1
1,0,0,0,1,1
6,14,2,2,5,1
1,2,1,1,1,1
16,22,3,3,10,1
1,0,0,0,1,1
20,39,4,4,9,1
1,0,0,0,1,1
15,252,8,15,13,1
3,0,0,0,2,1
6,46,5,6,2,1
2,0,0,0,3,1
1,0,0,0,1,1
23,453,10,19,13,0
1,0,0,0,1,1
1,0,0,0,1,1
5,9,2,2,3,1
3,0,0,0,1,1
9,22,3,3,7,1
19,109,5,5,5,1
3,0,0,0,7,1
20,120,5,6,9,1
27,134,6,6,11,0
1,3,1,1,1,1
1,0,0,0,1,1
30,47,4,4,23,0
1,0,0,0,1,1
31,35,4,4,17,0
20,1105,13,20,20,1
1,0,0,0,1,1
26,795,10,26,13,0
2,6,1,2,2,1
9,227,6,9,19,1
1,1,1,1,1,1
52,264,9,9,26,0
9,28,3,3,8,1
4,0,0,0,3,1
6,25,2,4,6,1
3,8,1,2,4,1
50,19,3,3,10,0
1,0,0,0,1,1
3,2,1,1,5,1
1,0,0,0,1,1
2,0,0,0,1,1
2,0,0,0,1,1
11,1,1,1,6,1
1,1,1,1,1,1
1,11,1,1,1,1
28,473,12,16,13,0
1,0,0,0,1,1
13,39,3,3,13,1
23,105,6,6,19,0
1,0,0,0,1,1
1,0,0,0,1,1
6,15,2,2,5,1
14,9,2,2,11,1
4,30,0,4,5,1
4,0,0,0,2,1
20,322,6,16,14,1
9,24,4,4,16,1
7,2,1,1,19,1
124,841,15,15,28,0
21,175,5,8,15,0
11,6,1,1,6,1
16,19,3,3,10,1
1,3,1,1,1,1
1,0,0,0,1,1
30,140,7,7,18,0
4,215,3,4,8,1
6,27,3,4,7,1
74,378,11,11,27,0
87,307,9,9,38,0
20,76,6,6,19,1
9,11,2,2,2,1
1,2,1,1,1,1
1,0,0,0,1,1
11,151,5,11,10,1
1,1,1,1,1,1
11,14,3,3,13,1
27,68,5,5,16,0
1,1,1,1,1,1
7,10,3,3,5,1
4,3,1,1,4,1
15,71,5,5,6,1
19,221,8,11,14,1
3,0,0,0,2,1
6,8,2,2,4,1
2,2,1,1,2,1
2,2,1,1,2,1
1,0,0,0,1,1
15,29,3,3,11,1
1,0,0,0,1,1
4,7,2,2,2,1
2,4,1,2,2,1
3,6,2,2,8,1
4,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
1,2,1,1,1,1
1,0,0,0,1,1
10,238,6,10,7,1
14,34,3,3,7,1
10,112,4,10,9,1
3,0,0,0,2,1
38,141,7,7,12,0
41,474,12,12,9,0
1,0,0,0,1,1
175,1341,20,20,21,0
28,78,4,4,10,0
1,2,1,1,1,1
69,800,14,14,21,0
10,106,4,10,6,1
6,17,2,2,5,1
10,31,3,3,7,1
4,3,1,1,7,1
17,60,3,3,11,1
50,500,12,12,23,0
8,36,3,4,7,1
1,0,0,0,1,1
2,0,0,0,3,1
11,1427,9,11,10,1
6,2,1,1,4,1
78,1483,17,19,18,0
1,0,0,0,1,1
4,4,2,2,5,1
3,1,1,1,3,1
33,83,4,4,18,0
1,67,1,1,1,1
2,2,1,1,2,1
1,8,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
4,9,2,2,4,1
12,77,5,6,9,1
27,11,2,2,9,0
5,46,3,5,2,1
1,1,1,1,1,1
1,0,0,0,1,1
8,4,2,2,2,1
39,189,6,6,15,0
104,446,12,12,14,0
6,0,0,0,4,1
1,2,1,1,1,1
1,0,0,0,1,1
2,0,0,0,1,1
1,9,1,1,1,1
2,0,0,0,1,1
195,3004,28,28,20,0
1,0,0,0,1,1
9,26,4,4,6,1
1,0,0,0,1,1
1,0,0,0,1,1
6,6,2,2,4,1
2,0,0,0,2,1
1,29,1,1,1,1
2,4,1,2,7,1
4,47,1,4,26,1
5,4,1,1,3,1
5,5,1,1,5,1
18,73,5,5,9,1
7,17,3,3,7,1
1,0,0,0,1,1
55,175,9,9,11,0
14,9,2,2,26,1
35,22,3,3,8,1
4,2,1,1,3,1
1,5,1,1,1,1
14,178,7,12,11,1
5,28,3,5,4,1
2,1,1,1,1,1
13,54,4,4,8,1
70,299,9,9,25,0
4,5,1,1,4,1
13,119,7,9,6,1
2,0,0,0,1,1
3,1,1,1,5,1
50,73,3,3,11,0
2,4,1,2,2,1
6,7,2,2,6,1
8,16,3,3,2,1
1,0,0,0,1,1
1,0,0,0,1,1
3,0,0,0,7,1
1,18,1,1,1,1
16,20,3,3,14,1
41,331,9,9,14,0
1,4,1,1,1,1
17,98,4,5,24,1
18,105,4,5,12,1
5,72,2,5,7,1
17,19,2,2,8,1
1,2,1,1,1,1
8,3,1,1,9,1
10,10,1,1,20,1
1,3,1,1,1,1
1,0,0,0,1,1
43,250,8,8,34,0
1,0,0,0,1,1
43,650,8,15,12,0
1,0,0,0,1,1
26,97,5,5,15,0
27,482,10,17,15,0
51,517,12,12,24,0
1,2,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
13,22,3,3,9,1
3,4,1,1,2,1
24,101,5,5,14,0
12,31,4,4,13,1
7,2,1,1,5,1
1,0,0,0,1,1
82,107,4,4,18,0
9,64,4,7,6,1
14,13,2,2,16,1
2,3,1,1,4,1
3,13,2,3,2,1
37,107,6,6,15,0
13,164,3,12,10,1
33,71,4,4,10,0
18,209,6,11,12,1
2,1,1,1,2,1
1,1,1,1,1,1
1,0,0,0,1,1
1,1,1,1,1,1
1,4,1,1,1,1
33,167,8,8,18,0
5,12,2,2,4,1
1,0,0,0,1,1
1,1,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
5,5,2,2,5,1
1,0,0,0,1,1
7,50,3,7,5,1
12,38,3,3,8,1
12,18,3,3,12,1
1,0,0,0,1,1
13,76,5,5,9,1
13,68,5,5,9,1
1,6,1,1,1,1
30,275,9,9,12,0
3,0,0,0,5,1
2,1,1,1,1,1
1,53,1,1,1,1
30,56,4,4,9,0
2,2,1,1,3,1
2,136,0,2,1,1
2,2,1,1,2,1
2,0,0,0,1,1
16,73,5,5,6,1
4,1,1,1,7,1
1,0,0,0,1,1
1,0,0,0,1,1
13,15,2,2,6,1
6,36,3,6,11,1
14,79,6,6,11,1
25,548,9,21,13,0
2,1,1,1,1,1
5,2,1,1,7,1
13,22,2,2,14,1
1,0,0,0,1,1
8,17,3,3,14,1
1,0,0,0,1,1
6,36,3,6,18,1
39,157,6,6,25,0
2,2,1,1,2,1
6,3,1,1,11,1
1,0,0,0,1,1
5,46,2,5,7,1
13,14,2,2,9,1
11,53,4,4,6,1
22,276,7,12,11,0
2,0,0,0,3,1
7,29,3,4,10,1
4,7,1,1,7,1
1,0,0,0,1,1
22,96,5,5,29,0
9,54,3,6,9,1
1,3,1,1,1,1
18,291,9,16,8,1
7,2,1,1,5,1
8,24,3,3,5,1
5,10,2,2,4,1
1,0,0,0,1,1
83,587,15,15,41,0
17,248,4,14,10,1
5,9,2,2,6,1
105,1575,18,18,19,0
2,5,1,2,5,1
1,28,1,1,1,1
4,3,1,1,3,1
1,0,0,0,1,1
1,14,1,1,1,1
2,1,1,1,1,1
16,756,8,16,16,1
152,838,13,13,22,0
1,4,1,1,1,1
1,0,0,0,1,1
6,27,3,4,7,1
1,1,1,1,1,1
4,0,0,0,4,1
121,673,13,13,33,0
46,31,3,3,26,0
3,14,2,3,5,1
5,4,2,2,2,1
65,364,10,10,20,0
1,0,0,0,1,1
1,0,0,0,1,1
1,1,1,1,1,1
3,9,2,3,1,1
1,4,1,1,1,1
77,554,12,12,18,0
40,166,6,6,23,0
12,147,6,12,11,1
18,12,2,2,15,1
18,4,1,1,4,1
19,97,6,6,10,1
2,46,1,2,1,1
30,90,5,5,20,0
3,2,1,1,6,1
1,0,0,0,1,1
1,2,1,1,1,1
8,74,5,8,10,1
11,4,1,1,21,1
1,0,0,0,1,1
3,0,0,0,2,1
20,172,8,8,13,1
92,1802,20,20,17,0
2,7,1,2,6,1
29,491,10,16,12,0
2,0,0,0,1,1
8,22,2,2,4,1
1,0,0,0,1,1
46,150,8,8,23,0
2,16,0,2,2,1
6,0,0,0,2,1
2,0,0,0,2,1
6,11,1,1,8,1
1,0,0,0,1,1
19,18,2,2,5,1
2,3,1,1,1,1
15,16,2,2,21,1
1,2,1,1,1,1
59,345,11,11,20,0
92,1348,19,19,21,0
14,125,5,8,7,1
1,1,1,1,1,1
1,0,0,0,1,1
14,88,5,6,4,1
145,958,11,11,45,0
5,16,2,3,7,1
14,164,3,11,34,1
4,3,1,1,7,1
73,4740,28,64,37,0
1,0,0,0,1,1
4,27,3,4,3,1
3,7,1,2,5,1
45,874,14,19,22,0
54,1711,16,31,24,0
4,0,0,0,2,1
54,3964,21,54,14,0
6,2,1,1,6,1
5,6,2,2,5,1
9,17,3,3,14,1
1,6,1,1,1,1
10,31,3,3,8,1
1,0,0,0,1,1
1,4,1,1,1,1
12,33,4,4,13,1
2,3,1,1,1,1
6,14,3,3,8,1
54,621,14,14,14,0
94,96,5,5,25,0
4,29,2,4,7,1
28,18,2,2,23,0
3,1,1,1,1,1
2,0,0,0,3,1
52,83,5,5,22,0
3,4,1,1,4,1
15,162,5,10,9,1
1,0,0,0,1,1
1,10,1,1,1,1
1,0,0,0,1,1
63,2150,17,34,18,0
41,471,13,13,14,0
7,84,3,7,3,1
1,0,0,0,1,1
9,106,5,9,8,1
16,0,0,0,6,1
1,0,0,0,1,1
7,6,1,1,5,1
6,12,2,2,10,1
3,1,1,1,2,1
7,12,2,2,6,1
27,254,9,9,6,1
2,1,1,1,4,1
1,0,0,0,1,1
2,6,0,2,5,1
9,45,3,5,5,1
2,0,0,0,1,1
1,0,0,0,1,1
1,4,1,1,1,1
19,30,4,4,8,1
5,15,1,3,2,1
4,2,1,1,4,1
1,0,0,0,1,1
19,51,4,4,17,1
3,3,1,1,2,1
3,2,1,1,3,1
34,824,16,24,16,0
20,57,4,4,9,1
29,109,6,6,12,0
6,1,1,1,19,1
20,63,5,5,15,1
4,114,2,4,5,1
8,37,3,4,6,1
2,2,1,1,2,1
16,237,6,14,7,1
25,582,13,23,11,0
7,7,2,2,7,1
2,0,0,0,1,1
8,161,4,8,11,1
2,3,1,1,3,1
1,8,1,1,1,1
13,110,4,8,9,1
2,1,1,1,2,1
4,7,2,2,5,1
1,0,0,0,1,1
6,4,1,1,2,1
1,0,0,0,1,1
72,604,13,13,36,0
23,277,6,12,9,0
60,29,2,2,8,1
7,10,2,2,4,1
46,511,13,13,12,0
9,14,1,1,3,1
1,0,0,0,1,1
7,13,3,3,6,1
40,138,6,6,25,0
1,0,0,0,1,1
131,5252,31,40,22,0
1,2,1,1,1,1
1,3,1,1,1,1
3,2,1,1,5,1
82,989,13,13,23,0
72,632,14,14,20,0
3,1,1,1,2,1
2,21,0,2,2,1
1,0,0,0,1,1
1,3,1,1,1,1
1,2,1,1,1,1
5,5,2,2,7,1
2,7,1,2,2,1
1,1,1,1,1,1
10,9,2,2,6,1
1,0,0,0,1,1
8,2,1,1,8,1
2,4,1,2,3,1
2,0,0,0,1,1
1,0,0,0,1,1
1,1,1,1,1,1
10,7,1,1,8,1
6,4,1,1,8,1
2,1,1,1,2,1
106,174,6,6,21,0
1,0,0,0,1,1
1,0,0,0,1,1
32,82,6,6,28,0
13,33,2,2,10,1
4,10,2,2,7,1
4,7,2,2,3,1
1,0,0,0,1,1
5,2,1,1,3,1
16,7,1,1,5,1
44,88,4,4,23,0
20,123,5,6,8,1
9,40,5,5,11,1
1,0,0,0,1,1
9,11,3,3,15,1
35,127,6,6,39,0
73,262,9,9,24,0
60,4061,15,60,17,0
7,17,3,3,6,1
1,13,1,1,1,1
7,16,2,2,4,1
61,200,7,7,34,0
2,0,0,0,1,1
1,2,1,1,1,1
1,1,1,1,1,1
6,29,3,4,9,1
3,3,1,1,3,1
1,1,1,1,1,1
2,7,0,2,3,1
130,955,15,15,23,0
7,61,3,7,12,1
5,3,1,1,2,1
9,20,3,3,8,1
14,58,4,4,10,1
1,1,1,1,1,1
3,6,1,2,1,1
37,254,11,11,14,0
7,41,3,5,11,1
6,7,2,2,9,1
5,6,1,1,4,1
12,42,4,4,6,1
8,33,2,4,10,1
1,2,1,1,1,1
21,335,7,15,14,0
13,199,6,13,10,1
1,0,0,0,1,1
73,536,12,12,17,0
5,5,1,1,3,1
80,354,11,11,13,0
1,0,0,0,1,1
225,3678,26,26,20,0
1,0,0,0,1,1
18,6,1,1,10,1
1,0,0,0,1,1
9,103,5,9,6,1
24,53,3,3,9,0
3,6,1,2,8,1
6,7,2,2,11,1
14,9,2,2,4,1
1,0,0,0,1,1
3,42,2,3,3,1
2,1,1,1,1,1
1,0,0,0,1,1
7,46,5,6,5,1
118,2615,20,22,25,0
1,0,0,0,1,1
13,190,7,13,7,1
6,0,0,0,7,1
1,1,1,1,1,1
2,0,0,0,3,1
8,18,2,2,15,1
12,19,3,3,6,1
1,0,0,0,1,1
1,0,0,0,1,1
117,1727,22,22,24,0
2,1,1,1,1,1
3,0,0,0,5,1
1,6,1,1,1,1
8,14,2,2,6,1
1,0,0,0,1,1
23,347,8,15,15,0
4,0,0,0,2,1
130,417,11,11,28,0
7,95,3,7,2,1
2,1,1,1,1,1
1,0,0,0,1,1
3,4,1,1,3,1
1,0,0,0,1,1
61,428,10,10,23,0
2,2,1,1,3,1
6,10,2,2,4,1
4,11,2,2,9,1
19,19,2,2,5,1
3,13,2,3,2,1
1,0,0,0,1,1
1,0,0,0,1,1
2,0,0,0,3,1
1,0,0,0,1,1
107,1126,17,17,27,0
13,14,2,2,3,1
3,1,1,1,1,1
5,32,3,5,3,1
3,22,2,3,1,1
28,46,4,4,17,0
1,0,0,0,1,1
1,359,1,1,1,1
11,1,1,1,5,1
2,10,1,2,3,1
5,2,1,1,6,1
3,0,0,0,12,1
1,0,0,0,1,1
1,0,0,0,1,1
1,2,1,1,1,1
4,3,1,1,4,1
1,2,1,1,1,1
35,89,3,3,21,0
22,87,5,5,16,0
1,1,1,1,1,1
3,8,2,2,2,1
1,1,1,1,1,1
3,16,0,3,3,1
40,829,15,20,16,0
1,0,0,0,1,1
7,2,1,1,4,1
1,0,0,0,1,1
3,1,1,1,10,1
50,720,14,14,27,0
3,20,2,3,4,1
319,1917,23,23,25,0
2,19,0,2,4,1
2,0,0,0,1,1
16,23,3,3,17,1
21,182,5,8,15,0
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
3,0,0,0,11,1
1,6,1,1,1,1
14,9,1,1,6,1
4,1,1,1,3,1
41,112,7,7,13,0
73,135,4,4,14,0
1,0,0,0,1,1
2,6,1,2,6,1
4,9,2,2,3,1
1,14,1,1,1,1
55,340,8,8,19,0
3,2,1,1,1,1
13,7,1,1,26,1
1,0,0,0,1,1
32,86,5,5,14,0
12,13,2,2,14,1
3,17,2,3,5,1
26,83,4,4,9,0
1,0,0,0,1,1
7,38,2,5,7,1
11,0,0,0,14,1
1,0,0,0,1,1
1,0,0,0,1,1
9,16,3,3,12,1
18,2509,12,18,19,0
3,8,2,2,2,1
1,0,0,0,1,1
16,21,3,3,7,1
3,4,2,2,7,1
1,6,1,1,1,1
8,29,3,3,6,1
5,51,4,5,3,1
6,1,1,1,3,1
6,81,3,6,4,1
5,67,4,5,4,1
7,14,3,3,13,1
1,0,0,0,1,1
1,0,0,0,1,1
41,272,9,9,17,0
1,0,0,0,1,1
1,0,0,0,1,1
6,0,0,0,1,1
2,0,0,0,2,1
15,46,4,4,26,1
23,480,11,20,13,0
5,150,4,5,4,1
9,10,1,1,5,1
41,235,8,8,23,0
34,80,6,6,18,0
15,16,3,3,6,1
3,4,1,1,4,1
11,26,3,3,8,1
4,2,1,1,2,1
35,123,6,6,15,0
111,493,11,11,15,0
2,0,0,0,1,1
6,12,3,3,11,1
7,5,2,2,12,1
99,717,13,13,23,0
9,24,3,3,3,1
11,116,4,10,6,1
139,518,10,10,25,0
73,788,15,15,22,0
4,14,2,3,1,1
51,302,9,9,15,0
2,10,0,2,4,1
2,0,0,0,2,1
1,6,1,1,1,1
3,22,1,3,6,1
2,23,0,2,1,1
2,2,1,1,1,1
8,23,2,2,8,1
7,10,3,3,13,1
18,141,6,7,14,1
2,1,1,1,4,1
11,29,3,3,2,1
87,91,5,5,18,0
9,5,1,1,2,1
83,496,9,9,15,0
50,696,14,14,21,0
1,0,0,0,1,1
32,342,11,11,9,0
1,4,1,1,1,1
42,2008,17,42,14,0
6,2,1,1,6,1
3,0,0,0,1,1
9,25,3,3,10,1
4,0,0,0,2,1
5,9,1,1,7,1
17,66,4,4,20,1
1,0,0,0,1,1
19,107,4,5,9,1
1,1,1,1,1,1
2,4,1,2,4,1
1,1,1,1,1,1
4,18,2,4,7,1
6,21,3,3,2,1
1,3,1,1,1,1
36,840,10,23,24,0
11,15,3,3,16,1
119,6075,30,51,21,0
15,15,2,2,21,1
9,115,6,9,40,1
14,22,2,2,17,1
7,2,1,1,3,1
3,7,2,2,3,1
3,0,0,0,2,1
4,1,1,1,3,1
67,311,8,8,23,0
5,8,2,2,4,1
14,20,2,2,8,1
7,1,1,1,6,1
5,61,2,5,4,1
4,50,0,4,4,1
1,0,0,0,1,1
4,44,3,4,2,1
7,7,2,2,3,1
16,21,3,3,12,1
1,0,0,0,1,1
6,2,1,1,15,1
10,93,4,9,5,1
1,0,0,0,1,1
44,80,5,5,10,0
37,57,4,4,15,0
2,0,0,0,1,1
3,0,0,0,2,1
1,4,1,1,1,1
