pc,cn,hi,gi,year_range,label
6,12,2,2,4,1
2,0,0,0,1,1
1,0,0,0,1,1
40,29,3,3,14,0
1,0,0,0,1,1
24,695,7,24,7,1
22,12,2,2,17,0
97,861,17,17,23,0
9,81,5,9,8,1
13,18,3,3,7,1
3,20,1,3,4,1
1,0,0,0,1,1
1,0,0,0,1,1
4,142,0,4,6,1
1,5,1,1,1,1
5,12,2,2,8,1
1,2,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
2,0,0,0,1,1
1,0,0,0,1,1
25,95,5,5,11,0
9,68,4,7,4,1
40,116,5,5,10,0
1,0,0,0,1,1
3,17,2,3,3,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
14,20,3,3,23,1
1,1,1,1,1,1
14,14,3,3,6,1
25,195,5,7,28,0
1,0,0,0,1,1
7,5,1,1,7,1
1,3,1,1,1,1
1,0,0,0,1,1
177,1742,23,23,13,0
3,12,1,3,7,1
2,0,0,0,3,1
3,31,1,3,1,1
16,31,3,3,13,1
1,0,0,0,1,1
4,1,1,1,3,1
5,6,1,1,7,1
45,184,7,7,7,1
66,85,5,5,17,0
1,0,0,0,1,1
1,1,1,1,1,1
1,0,0,0,1,1
18,88,5,5,12,1
8,194,5,8,10,1
24,354,10,14,19,0
2,0,0,0,1,1
1,4,1,1,1,1
24,254,7,10,16,0
15,132,7,8,7,1
148,4328,34,34,27,0
319,4293,33,33,36,0
82,402,10,10,18,0
128,493,10,10,21,0
1,3,1,1,1,1
5,9,1,1,3,1
2,2,1,1,2,1
1,4,1,1,1,1
56,111,6,6,22,0
1,0,0,0,1,1
2,0,0,0,1,1
3,23,1,3,9,1
27,391,10,14,27,0
19,286,6,15,24,1
2,4,1,2,1,1
4,1,1,1,15,1
3,6,2,2,3,1
1,0,0,0,1,1
8,12,3,3,8,1
18,100,5,5,18,1
53,45,3,3,10,0
25,26,3,3,31,0
1,3,1,1,1,1
36,465,10,12,18,0
4,12,3,3,6,1
5,53,3,5,9,1
8,58,4,7,7,1
18,56,5,5,8,1
3,1,1,1,10,1
25,165,7,7,9,0
9,18,3,3,17,1
1,2,1,1,1,1
1,0,0,0,1,1
1,1,1,1,1,1
4,12,2,3,3,1
1,2,1,1,1,1
1,0,0,0,1,1
51,136,6,6,16,0
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
14,148,4,10,8,1
62,234,9,9,23,0
18,107,6,6,12,1
1,8,1,1,1,1
1,0,0,0,1,1
2,0,0,0,2,1
1,0,0,0,1,1
11,22,3,3,8,1
1,0,0,0,1,1
24,70,4,4,9,0
3,1,1,1,4,1
45,139,7,7,26,0
8,21,2,2,4,1
6,2,1,1,3,1
16,61,4,4,13,1
1,28,1,1,1,1
2,0,0,0,1,1
4,27,3,4,2,1
55,144,5,5,31,0
2,1,1,1,1,1
1,2,1,1,1,1
11,79,4,7,12,1
5,20,2,4,3,1
11,41,3,3,9,1
1,0,0,0,1,1
20,1960,14,20,13,1
1,0,0,0,1,1
3,3,1,1,2,1
1,0,0,0,1,1
43,446,11,11,10,0
4,7,2,2,3,1
208,1739,20,20,26,0
34,77,3,3,13,0
3,21,2,3,5,1
1,0,0,0,1,1
1,0,0,0,1,1
74,466,12,12,17,0
2,12,1,2,1,1
16,136,7,8,9,1
13,91,6,7,8,1
37,936,11,25,30,0
2,1,1,1,2,1
5,8,2,2,11,1
21,136,7,7,21,0
5,1,1,1,5,1
2,3,1,1,1,1
4,16,2,4,3,1
2,0,0,0,1,1
1,1,1,1,1,1
23,61,4,4,13,0
2,1,1,1,2,1
4,3,1,1,8,1
5,7,2,2,8,1
1,11,1,1,1,1
81,295,10,10,36,0
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
4,6,1,1,7,1
1,0,0,0,1,1
2,0,0,0,2,1
1,0,0,0,1,1
2,0,0,0,1,1
1,8,1,1,1,1
2,6,1,2,2,1
28,72,4,4,8,1
21,104,5,5,11,0
20,25,3,3,22,1
4,30,2,4,3,1
2,2,1,1,1,1
66,212,7,7,8,1
1,2,1,1,1,1
11,7,2,2,4,1
18,93,6,6,8,1
33,359,10,10,17,0
1,0,0,0,1,1
4,18,2,4,4,1
29,177,4,6,16,0
1,4,1,1,1,1
46,146,7,7,22,0
1,1,1,1,1,1
18,231,6,12,22,1
20,308,7,15,15,1
4,2,1,1,4,1
7,0,0,0,3,1
8,38,3,4,5,1
45,225,9,9,27,0
3,0,0,0,5,1
1,0,0,0,1,1
2,0,0,0,1,1
1,0,0,0,1,1
13,402,5,13,10,1
4,14,2,3,2,1
2,19,0,2,2,1
6,15,2,2,6,1
23,231,10,10,11,0
16,51,4,4,8,1
9,150,5,9,12,1
5,1,1,1,8,1
26,228,9,9,9,0
48,932,14,19,9,0
1,0,0,0,1,1
2,3,1,1,1,1
1,0,0,0,1,1
2,19,1,2,4,1
46,11,2,2,4,1
3,4,1,1,6,1
55,30,3,3,8,1
2,3,1,1,1,1
1,0,0,0,1,1
4,0,0,0,5,1
1,0,0,0,1,1
2,0,0,0,1,1
15,209,4,13,11,1
4,12,2,3,8,1
75,732,15,15,27,0
11,12,2,2,8,1
7,18,3,3,6,1
1,0,0,0,1,1
63,861,10,13,10,0
1,10,1,1,1,1
12,38,3,3,12,1
92,477,13,13,19,0
3,52,2,3,7,1
9,12,2,2,6,1
25,8,1,1,7,1
1,0,0,0,1,1
3,6,2,2,3,1
16,57,5,5,6,1
4,4,1,1,3,1
23,38,2,2,15,0
6,84,5,6,6,1
1,0,0,0,1,1
5,6,2,2,4,1
1,0,0,0,1,1
6,24,2,4,7,1
1,0,0,0,1,1
1,174,1,1,1,1
7,23,3,3,5,1
7,14,3,3,4,1
3,2,1,1,3,1
14,55,3,3,5,1
293,6485,40,40,34,0
2,0,0,0,2,1
1,0,0,0,1,1
4,6,1,1,17,1
59,209,7,7,16,0
3,0,0,0,2,1
4,1,1,1,6,1
8,16,2,2,7,1
1,1,1,1,1,1
1,17,1,1,1,1
3,16,2,3,3,1
5,0,0,0,5,1
4,5,1,1,3,1
142,3173,19,22,38,0
1,0,0,0,1,1
162,2383,25,25,28,0
19,42,4,4,10,1
1,1,1,1,1,1
28,27,3,3,11,0
1,10,1,1,1,1
6,13,3,3,3,1
2,0,0,0,1,1
10,29,3,3,12,1
70,1436,21,21,12,0
9,36,3,4,7,1
9,36,2,4,4,1
7,53,5,7,3,1
18,261,6,14,13,1
29,32,3,3,9,0
3,0,0,0,3,1
7,885,0,7,3,1
7,22,3,3,7,1
96,361,9,9,15,0
15,109,5,7,5,1
8,7,2,2,9,1
62,282,10,10,13,0
1,3,1,1,1,1
10,112,4,10,10,1
1,0,0,0,1,1
1,0,0,0,1,1
11,33,3,3,11,1
6,1,1,1,11,1
33,212,8,8,20,0
4,22,3,4,4,1
1,0,0,0,1,1
33,25,2,2,8,1
8,3,1,1,5,1
2,1,1,1,2,1
4,11,2,2,2,1
2,15,0,2,2,1
31,187,8,8,7,1
15,10,2,2,19,1
7,44,3,6,5,1
24,137,6,6,12,0
12,1011,6,12,11,1
4,10,2,2,3,1
9,12,2,2,9,1
19,193,6,10,17,1
1,0,0,0,1,1
4,9,1,2,2,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
1,5,1,1,1,1
6,6,2,2,8,1
1,2,1,1,1,1
5,29,2,5,4,1
32,1136,12,32,17,0
1,30,1,1,1,1
6,4,2,2,5,1
14,82,6,6,11,1
1,0,0,0,1,1
4,0,0,0,2,1
1,0,0,0,1,1
1,3,1,1,1,1
1,0,0,0,1,1
18,52,4,4,10,1
4,1,1,1,2,1
66,480,12,12,22,0
2,1,1,1,1,1
10,20,2,2,17,1
51,168,6,6,17,0
8,27,3,3,5,1
99,2178,23,23,20,0
8,5,2,2,5,1
14,119,6,8,7,1
33,99,6,6,14,0
1,11,1,1,1,1
1,12,1,1,1,1
14,39,4,4,20,1
5,6,2,2,8,1
56,1535,14,27,18,0
8,14,2,2,6,1
1,0,0,0,1,1
7,5,2,2,4,1
2,87,0,2,4,1
9,1,1,1,5,1
6,19,3,3,5,1
48,124,7,7,18,0
1,1,1,1,1,1
22,83,4,4,13,0
31,58,4,4,10,0
7,5,1,1,7,1
1,0,0,0,1,1
17,41,3,3,16,1
1,5,1,1,1,1
2,12,0,2,6,1
2,0,0,0,2,1
2,0,0,0,7,1
8,56,5,7,3,1
6,51,3,6,11,1
3,0,0,0,2,1
34,151,6,6,7,1
42,44,4,4,11,0
13,356,8,13,10,1
9,13,2,2,9,1
2,15,1,2,5,1
8,96,4,8,10,1
7,42,3,6,6,1
1,1,1,1,1,1
1,0,0,0,1,1
1,29,1,1,1,1
14,37,5,5,13,1
19,410,9,19,19,1
21,71,5,5,11,0
63,251,9,9,12,0
3,7,2,2,4,1
3,2,1,1,7,1
8,5,1,1,3,1
1,22,1,1,1,1
52,469,10,10,14,0
1,0,0,0,1,1
26,94,5,5,12,0
3,2,1,1,8,1
2,0,0,0,3,1
1,0,0,0,1,1
4,12,2,3,3,1
12,183,6,12,7,1
76,342,9,9,16,0
61,510,13,13,23,0
1,1,1,1,1,1
2,8,0,2,6,1
20,2,1,1,8,1
17,7,2,2,10,1
1,14,1,1,1,1
144,2601,24,24,19,0
24,57,4,4,8,1
2,1,1,1,1,1
3,0,0,0,6,1
1,0,0,0,1,1
1,3,1,1,1,1
148,4023,30,30,32,0
4,1,1,1,2,1
4,6,1,1,7,1
11,187,6,11,5,1
24,82,5,5,13,0
7,13,2,2,7,1
1,0,0,0,1,1
1,14,1,1,1,1
13,41,4,4,10,1
6,3,1,1,2,1
1,0,0,0,1,1
5,1,1,1,7,1
2,3,1,1,2,1
11,46,5,5,6,1
3,3,1,1,3,1
7,11,2,2,6,1
2,0,0,0,1,1
1,0,0,0,1,1
44,101,6,6,13,0
5,36,2,5,4,1
62,178,7,7,12,0
2,0,0,0,3,1
12,24,3,3,16,1
15,36,4,4,6,1
51,171,8,8,19,0
3,0,0,0,1,1
9,105,5,9,3,1
27,578,10,21,11,0
6,21,3,3,4,1
71,449,12,12,18,0
1,1,1,1,1,1
2,23,0,2,2,1
1,6,1,1,1,1
1,0,0,0,1,1
3,1,1,1,2,1
3,0,0,0,1,1
3,0,0,0,1,1
1,0,0,0,1,1
4,3,1,1,2,1
19,40,4,4,11,1
30,17,2,2,8,1
8,103,3,8,6,1
6,24,3,4,6,1
18,61,4,4,23,1
5,7,2,2,3,1
1,0,0,0,1,1
1,0,0,0,1,1
128,631,14,14,28,0
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
6,5,1,1,11,1
4,21,2,4,5,1
7,13,2,2,7,1
2,2,1,1,2,1
7,0,0,0,5,1
1,1,1,1,1,1
61,1663,21,27,24,0
3,1,1,1,3,1
1,0,0,0,1,1
39,328,9,9,11,0
40,571,12,14,10,0
5,3,1,1,7,1
13,257,8,13,7,1
14,23,3,3,9,1
5,7,1,1,4,1
1,0,0,0,1,1
11,19,2,2,7,1
1,0,0,0,1,1
44,317,10,10,15,0
2,5,1,2,5,1
1,0,0,0,1,1
71,455,10,10,24,0
1,0,0,0,1,1
1,27,1,1,1,1
2,0,0,0,1,1
1,1,1,1,1,1
3,14,2,3,3,1
1,0,0,0,1,1
5,11,2,2,9,1
4,0,0,0,4,1
199,3209,30,30,21,0
1,0,0,0,1,1
10,33,3,3,4,1
48,80,5,5,36,0
1,1,1,1,1,1
11,131,5,11,22,1
14,32,4,4,8,1
16,37,4,4,22,1
7,3,1,1,5,1
12,3,1,1,7,1
15,225,8,15,7,1
6,12,2,2,4,1
36,59,4,4,13,0
3,8,1,2,5,1
1,0,0,0,1,1
4,2,1,1,3,1
5,11,1,2,4,1
7,6,1,1,3,1
6,50,3,6,6,1
96,5458,18,56,37,0
1,0,0,0,1,1
2,2,1,1,2,1
25,33,2,2,15,0
1,2,1,1,1,1
6,1,1,1,2,1
1,11,1,1,1,1
9,1,1,1,6,1
4,0,0,0,2,1
2,0,0,0,1,1
7,88,4,7,3,1
11,51,4,4,8,1
2,2,1,1,2,1
1,2,1,1,1,1
7,36,3,5,9,1
103,648,13,13,19,0
3,3,1,1,2,1
1,2,1,1,1,1
1,0,0,0,1,1
7,13,1,1,6,1
28,70,5,5,7,1
32,175,7,7,13,0
5,1,1,1,4,1
11,76,5,6,5,1
11,27,3,3,6,1
2,0,0,0,3,1
2,0,0,0,1,1
2,1,1,1,2,1
78,688,12,12,18,0
8,6,2,2,5,1
3,0,0,0,4,1
16,41,3,3,23,1
81,2546,16,31,26,0
2,0,0,0,1,1
2,1,1,1,3,1
6,9,2,2,5,1
16,6,2,2,14,1
2,2,1,1,1,1
12,36,3,3,6,1
32,591,8,18,19,0
25,621,11,24,17,0
5,11,2,2,5,1
1,1,1,1,1,1
3,0,0,0,13,1
27,120,5,5,30,0
1,1,1,1,1,1
1,0,0,0,1,1
4,0,0,0,3,1
4,52,2,4,4,1
28,277,11,11,13,0
11,29,3,3,9,1
13,12,2,2,8,1
6,2,1,1,4,1
6,2,1,1,10,1
16,54,4,4,9,1
1,0,0,0,1,1
5,16,2,3,9,1
1,0,0,0,1,1
2,13,0,2,3,1
73,123,5,5,14,0
10,38,4,4,8,1
9,138,6,9,12,1
3,15,2,3,3,1
23,158,7,7,13,0
5,1,1,1,4,1
6,44,2,6,8,1
2,1,1,1,1,1
2,3,1,1,2,1
9,24,4,4,3,1
1,0,0,0,1,1
6,8,2,2,6,1
3,5,1,1,1,1
1,0,0,0,1,1
54,454,11,11,16,0
45,130,6,6,11,0
1,2,1,1,1,1
45,176,7,7,18,0
8,61,4,7,4,1
5,6,2,2,5,1
2,0,0,0,1,1
462,14829,53,53,29,0
1,0,0,0,1,1
4,10,1,2,12,1
40,360,10,10,14,0
8,106,6,8,7,1
46,87,5,5,14,0
11,8,2,2,5,1
43,134,5,5,15,0
3,18,2,3,6,1
18,181,7,10,10,1
14,100,5,7,10,1
2,0,0,0,14,1
1,0,0,0,1,1
2,9,0,2,3,1
24,146,7,7,8,1
25,42,3,3,13,0
10,8,2,2,10,1
7,9,2,2,5,1
2,1,1,1,3,1
1,0,0,0,1,1
50,170,6,6,13,0
52,671,9,12,27,0
16,28,3,3,21,1
12,130,5,10,17,1
8,12,2,2,3,1
11,11,2,2,6,1
8,16,3,3,8,1
8,38,1,4,10,1
23,192,7,8,13,0
2,24,0,2,5,1
43,67,5,5,16,0
18,235,8,13,12,1
1,2,1,1,1,1
11,124,4,11,7,1
10,13,2,2,17,1
9,29,4,4,5,1
29,96,5,5,23,0
4,1,1,1,1,1
9,63,5,7,6,1
5,3,1,1,2,1
8,3,1,1,2,1
1,1,1,1,1,1
29,285,8,9,19,0
17,79,4,4,34,1
29,121,7,7,11,0
95,1224,15,15,33,0
1,1,1,1,1,1
1,6,1,1,1,1
2,1,1,1,5,1
1,1,1,1,1,1
2,1,1,1,2,1
195,2285,24,24,23,0
21,88,4,4,9,0
5,2,1,1,5,1
1,27,1,1,1,1
8,58,4,7,20,1
8,17,3,3,5,1
129,229,8,8,35,0
1,0,0,0,1,1
1,0,0,0,1,1
40,113,6,6,26,0
76,343,11,11,22,0
1,0,0,0,1,1
5,2,1,1,7,1
7,52,3,7,4,1
2,1,1,1,2,1
2,0,0,0,2,1
2,4,1,2,3,1
1,8,1,1,1,1
1,5,1,1,1,1
2,6,1,2,1,1
44,1277,13,29,27,0
1,1,1,1,1,1
4,2,1,1,6,1
6,4,2,2,2,1
12,184,5,12,16,1
15,29,3,3,13,1
5,17,2,3,3,1
15,21,3,3,8,1
1,2,1,1,1,1
1,0,0,0,1,1
6,27,3,4,4,1
20,53,4,4,5,1
15,618,8,15,15,1
1,0,0,0,1,1
38,1149,18,30,14,0
105,479,8,8,18,0
48,908,14,18,20,0
1,15,1,1,1,1
5,21,2,4,3,1
5,10,2,2,3,1
9,40,4,4,10,1
1,0,0,0,1,1
2,14,0,2,16,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
2,0,0,0,1,1
2,0,0,0,2,1
1,0,0,0,1,1
60,1918,24,31,19,0
1,0,0,0,1,1
8,22,3,3,7,1
26,931,12,26,17,0
4,2,1,1,5,1
6,9,2,2,8,1
1,0,0,0,1,1
2,1,1,1,1,1
10,22,2,2,11,1
1,0,0,0,1,1
4,7,2,2,5,1
1,0,0,0,1,1
40,34,4,4,12,0
4,2,1,1,10,1
115,751,14,14,47,0
6,9,2,2,4,1
3,0,0,0,5,1
7,14,3,3,4,1
2,0,0,0,3,1
25,69,4,4,15,0
1,0,0,0,1,1
2,0,0,0,3,1
5,0,0,0,5,1
57,1733,6,30,27,0
1,0,0,0,1,1
2,1,1,1,3,1
3,1,1,1,10,1
1,43,1,1,1,1
1,0,0,0,1,1
39,303,12,12,9,0
2,0,0,0,1,1
15,202,7,13,30,1
3,0,0,0,1,1
6,3,1,1,7,1
1,0,0,0,1,1
4,34,3,4,4,1
1,0,0,0,1,1
30,61,6,6,15,0
12,14,2,2,20,1
60,741,13,13,22,0
3,0,0,0,5,1
30,488,10,16,13,0
2,2,1,1,3,1
16,116,5,7,26,1
24,71,5,5,9,0
24,34,3,3,27,0
30,33,3,3,10,0
9,22,2,2,7,1
6,1,1,1,3,1
124,1477,20,20,12,0
3,3,1,1,2,1
15,82,7,7,6,1
33,27,3,3,12,0
17,92,6,6,24,1
1,2,1,1,1,1
33,53,4,4,14,0
19,75,5,5,38,1
7,6,2,2,6,1
1,0,0,0,1,1
6,3,1,1,6,1
17,74,4,4,6,1
5,0,0,0,6,1
1,0,0,0,1,1
2,0,0,0,4,1
2,2,1,1,2,1
4,2,1,1,2,1
4,43,3,4,3,1
1,4,1,1,1,1
13,28,3,3,6,1
15,11,2,2,9,1
52,134,6,6,21,0
12,70,5,5,8,1
6,140,3,6,4,1
18,172,6,9,6,1
83,464,11,11,29,0
27,309,9,11,27,0
32,228,8,8,13,0
7,6,2,2,7,1
14,10,2,2,6,1
1,0,0,0,1,1
1,0,0,0,1,1
19,100,5,5,10,1
1,0,0,0,1,1
1,48,1,1,1,1
4,25,1,4,4,1
1,0,0,0,1,1
1,8,1,1,1,1
90,188,7,7,33,0
10,60,5,6,9,1
1,0,0,0,1,1
5,56,3,5,6,1
2,0,0,0,1,1
1,0,0,0,1,1
8,395,7,8,9,1
1,0,0,0,1,1
1,0,0,0,1,1
10,42,4,4,15,1
1,1,1,1,1,1
30,69,4,4,43,0
1,0,0,0,1,1
18,53,5,5,15,1
1,0,0,0,1,1
29,25,2,2,10,0
6,4,1,1,4,1
7,0,0,0,2,1
2,1,1,1,1,1
21,17,2,2,13,0
3,1,1,1,3,1
3,11,1,3,11,1
47,274,8,8,17,0
23,42,5,5,16,0
6,3,1,1,3,1
29,252,10,10,10,0
3,0,0,0,7,1
1,1,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
16,40,4,4,9,1
12,547,7,12,15,1
10,56,4,5,5,1
2,0,0,0,1,1
6,23,2,3,6,1
8,71,3,8,6,1
40,395,11,11,11,0
10,48,4,4,16,1
2,2,1,1,3,1
6,32,2,5,7,1
27,279,8,10,13,0
5,7,2,2,4,1
9,20,2,2,4,1
3,0,0,0,2,1
11,61,3,5,5,1
1,0,0,0,1,1
1,8,1,1,1,1
20,51,4,4,15,1
1,1,1,1,1,1
7,13,2,2,10,1
2,2,1,1,6,1
2,3,1,1,3,1
33,23,2,2,23,0
78,404,10,10,15,0
121,1032,20,20,13,0
4,23,2,4,4,1
12,57,4,4,8,1
34,70,4,4,25,0
12,60,6,6,8,1
3,10,1,3,4,1
26,48,4,4,36,0
7,11,2,2,5,1
2,7,1,2,7,1
61,1176,17,19,16,0
24,107,7,7,12,0
3,9,2,3,9,1
9,30,3,3,16,1
4,4,1,1,4,1
12,7,1,1,5,1
154,1489,17,17,33,0
1,1,1,1,1,1
1,0,0,0,1,1
95,245,9,9,21,0
3,1,1,1,3,1
1,1,1,1,1,1
1,2,1,1,1,1
1,2,1,1,1,1
1,0,0,0,1,1
28,57,4,4,9,0
9,36,4,4,8,1
1,0,0,0,1,1
3,7,1,2,15,1
35,227,8,8,19,0
14,88,4,6,9,1
1,24,1,1,1,1
1,25,1,1,1,1
2,15,0,2,4,1
19,77,4,4,11,1
26,91,5,5,27,0
12,12,1,1,4,1
13,145,6,11,5,1
3,8,2,2,3,1
77,80,4,4,28,0
5,104,3,5,9,1
6,28,2,4,3,1
21,121,6,6,8,1
189,876,11,11,30,0
1,0,0,0,1,1
76,304,9,9,20,0
3,7,2,2,4,1
62,259,9,9,22,0
1,0,0,0,1,1
11,0,0,0,4,1
1,0,0,0,1,1
11,17,2,2,6,1
8,4,1,1,9,1
4,1,1,1,3,1
3,15,0,3,2,1
3,12,2,3,4,1
9,31,3,3,4,1
37,166,6,6,16,0
1,0,0,0,1,1
3,17,1,3,3,1
3,1,1,1,2,1
15,23,3,3,12,1
1,1,1,1,1,1
3,6,2,2,4,1
5,42,4,5,4,1
8,45,3,5,5,1
25,453,10,18,9,0
1,3,1,1,1,1
3,0,0,0,1,1
1,0,0,0,1,1
101,297,10,10,33,0
1,0,0,0,1,1
3,24,2,3,5,1
7,22,3,3,2,1
24,149,6,6,7,1
164,563,10,10,15,0
2,2,1,1,5,1
22,33,4,4,14,0
16,103,4,6,8,1
2,7,1,2,3,1
1,12,1,1,1,1
5,18,3,3,7,1
5,19,2,3,7,1
44,178,6,6,22,0
1,0,0,0,1,1
8,0,0,0,4,1
4,4,2,2,4,1
2,11,1,2,1,1
8,4,1,1,5,1
1,0,0,0,1,1
7,13,2,2,11,1
1,0,0,0,1,1
17,32,4,4,10,1
1,0,0,0,1,1
5,24,2,4,3,1
44,81,4,4,22,0
2,0,0,0,2,1
1,0,0,0,1,1
24,20,2,2,10,0
12,90,6,7,8,1
1,0,0,0,1,1
7,9,2,2,2,1
52,298,9,9,22,0
11,14,2,2,9,1
24,138,5,5,18,0
48,63,4,4,12,0
3,6,1,2,3,1
1,0,0,0,1,1
6,10,2,2,3,1
2,0,0,0,2,1
8,47,3,5,8,1
18,95,6,6,9,1
1,0,0,0,1,1
6,51,3,6,4,1
1,0,0,0,1,1
6,13,3,3,8,1
1,0,0,0,1,1
20,810,13,20,10,1
1,0,0,0,1,1
43,104,4,4,7,1
2,5,1,2,3,1
47,246,8,8,19,0
22,101,6,6,7,1
1,77,1,1,1,1
1,0,0,0,1,1
10,11,2,2,16,1
15,124,5,8,9,1
19,66,5,5,11,1
8,393,5,8,10,1
7,20,2,2,5,1
1,1,1,1,1,1
23,28,3,3,13,0
4,3,1,1,5,1
108,651,14,14,23,0
25,47,5,5,13,0
1,0,0,0,1,1
3,3,1,1,6,1
11,32,3,3,11,1
2,0,0,0,2,1
4,9,2,2,5,1
1,4,1,1,1,1
69,864,15,15,25,0
57,613,11,11,23,0
4,9,2,2,3,1
1,4,1,1,1,1
4,1,1,1,11,1
4,8,1,2,2,1
1,0,0,0,1,1
5,3,1,1,4,1
11,133,6,11,5,1
1,0,0,0,1,1
7,9,2,2,9,1
26,36,3,3,14,0
2,0,0,0,3,1
2,2,1,1,2,1
4,18,2,4,3,1
57,287,9,9,22,0
73,657,11,11,16,0
1,7,1,1,1,1
1,0,0,0,1,1
2,2,1,1,3,1
13,35,3,3,11,1
3,1,1,1,3,1
1,0,0,0,1,1
7,44,4,6,8,1
8,48,4,6,7,1
10,6,1,1,3,1
58,89,4,4,10,0
4,6,2,2,7,1
16,134,6,8,13,1
5,1,1,1,4,1
14,11,2,2,34,1
1,0,0,0,1,1
10,51,3,5,6,1
5,7,1,1,3,1
1,1,1,1,1,1
20,161,8,8,11,1
4,14,2,3,5,1
2,0,0,0,2,1
10,15,2,2,8,1
102,584,9,9,25,0
12,1,1,1,6,1
6,15,1,2,7,1
2,0,0,0,2,1
1,0,0,0,1,1
7,106,3,7,7,1
8,10,1,1,7,1
19,173,7,9,12,1
2,0,0,0,2,1
7,19,3,3,6,1
50,323,8,8,22,0
20,49,4,4,27,1
20,68,4,4,9,1
14,64,3,4,15,1
2,1,1,1,2,1
1,0,0,0,1,1
8,15,3,3,5,1
1,3,1,1,1,1
20,33,3,3,20,1
4,9,1,2,6,1
11,15,3,3,8,1
13,4,1,1,6,1
25,188,8,8,9,0
4,63,3,4,5,1
1,4,1,1,1,1
1,4,1,1,1,1
20,296,7,14,18,1
18,177,6,9,14,1
5,0,0,0,3,1
2,5,1,2,2,1
97,888,14,14,23,0
1,0,0,0,1,1
10,1,1,1,5,1
16,59,4,4,12,1
5,8,2,2,6,1
5,9,2,2,7,1
2,1,1,1,2,1
2,13,0,2,1,1
1,0,0,0,1,1
11,20,2,2,9,1
37,201,6,6,26,0
10,12,2,2,5,1
21,536,11,21,14,0
1,6,1,1,1,1
25,356,7,14,29,0
58,456,11,11,22,0
1,2,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
3,2,1,1,4,1
20,10,2,2,14,1
53,369,11,11,21,0
25,57,5,5,11,0
56,430,10,10,8,1
34,284,6,8,9,0
37,183,6,6,9,0
1,0,0,0,1,1
1,1,1,1,1,1
1,0,0,0,1,1
37,54,4,4,22,0
1,0,0,0,1,1
1,0,0,0,1,1
1,2,1,1,1,1
11,199,5,11,7,1
7,27,3,3,5,1
1,0,0,0,1,1
27,705,11,26,21,0
6,59,4,6,6,1
2,11,1,2,5,1
20,75,6,6,19,1
36,611,13,16,26,0
2,37,0,2,3,1
9,18,3,3,4,1
17,40,3,3,18,1
14,49,4,4,20,1
5,11,2,2,4,1
1,0,0,0,1,1
88,408,11,11,22,0
5,2,1,1,8,1
4,7,1,1,5,1
45,525,14,14,17,0
1,0,0,0,1,1
9,53,4,5,16,1
6,2,1,1,2,1
1,0,0,0,1,1
1,0,0,0,1,1
1,2,1,1,1,1
12,74,4,6,6,1
30,31,2,2,26,0
50,306,11,11,36,0
25,89,6,6,10,0
98,1222,18,18,28,0
1,0,0,0,1,1
29,36,3,3,18,0
3,1,1,1,4,1
40,658,14,16,11,0
1,6,1,1,1,1
1,0,0,0,1,1
2,2,1,1,3,1
3,2,1,1,2,1
2,1,1,1,3,1
2,0,0,0,1,1
21,82,5,5,10,0
1,0,0,0,1,1
8,162,5,8,19,1
1,24,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
10,104,4,10,11,1
58,159,7,7,23,0
27,241,9,9,11,0
1,0,0,0,1,1
2,0,0,0,4,1
1,0,0,0,1,1
1,3,1,1,1,1
6,3,1,1,10,1
1,0,0,0,1,1
36,109,6,6,9,0
6,113,4,6,3,1
3,0,0,0,2,1
17,49,4,4,13,1
68,1198,10,17,33,0
11,27,4,4,17,1
111,491,12,12,20,0
1,148,1,1,1,1
2,0,0,0,1,1
1,0,0,0,1,1
2,0,0,0,1,1
1,1,1,1,1,1
2,5,1,2,2,1
1,11,1,1,1,1
7,0,0,0,4,1
1,1,1,1,1,1
87,964,17,17,26,0
7,38,3,5,6,1
1,1,1,1,1,1
71,124,6,6,20,0
1,0,0,0,1,1
2,3,1,1,3,1
2,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
119,526,10,10,22,0
3,7,1,2,2,1
47,781,15,16,13,0
163,874,16,16,24,0
59,189,8,8,14,0
55,231,7,7,10,0
3,15,2,3,2,1
59,69,4,4,13,0
1,0,0,0,1,1
4,214,3,4,11,1
17,31,3,3,7,1
18,46,3,3,12,1
2,0,0,0,2,1
2,0,0,0,4,1
90,624,14,14,29,0
1,1,1,1,1,1
18,11,2,2,9,1
1,0,0,0,1,1
1,0,0,0,1,1
15,337,5,15,15,1
8,15,3,3,16,1
1,0,0,0,1,1
10,140,3,10,19,1
4,0,0,0,4,1
91,3281,31,36,18,0
